count	name
2	Formula 301
2	Formula 44
2	Formula 502
2	Formula 505
2	Formula 506
2	Formula 507
2	Formula 508
2	formula 6
2	Formula 60
2	formula 8
2	Formula 8
2	Formula IX
2	formula XIII
2	formula XVIII
2	Formula XXII
2	Formula XXIV
2	formula XXVI
2	Formula XXXI
2	( G )
2	galactose trisulfate
2	glyceryl esters
2	( grad20/2 )
2	grayish crystals
2	grey needles
2	( h )
2	halovinyl
2	HBr-salt
2	hemiaminal
2	heparin
2	hexanes ethyl acetate methanol
2	hexanes EtOAc acetone
2	hexanes methylene chloride ether
2	hexaphenyl ester
2	HOPAN
2	H-phosphonate
2	hydrates
2	hydrazine diethylcarboxylate
2	hydrocarbons
2	hydrochloride ester
2	hydrochlorides
2	hydrochloride salts
2	hydrochoride salt
2	hydrogenmaleinate
2	hydrogen-oxalate
2	hydroxamate
2	hydroxide ion
2	IBP-BPA
2	( ii )
2	imidazole-N-tritylated
2	imido ester
2	initial mixture
2	intermediate 107
2	intermediate 115
2	Intermediate 12
2	intermediate 126
2	intermediate 13
2	Intermediate 20
2	Intermediate ( 20 )
2	intermediate 22
2	intermediate 26A
2	Intermediate 26A
2	Intermediate 3
2	Intermediate ( 3 )
2	Intermediate 4
2	Intermediate 44-1
2	INTERMEDIATE 48B
2	Intermediate 6
2	intermediate 64
2	intermediate 77
2	intermediate 86
2	intermediate 9
2	Intermediate B
2	Intermediate B1
2	intermediate C
2	Intermediate D
2	Intermediate I
2	intermediate III
2	Intermediate M
2	intermediate XIII
2	Intermediate XXII
2	Isatoic anhydrides
2	isodecyl ester
2	isohexanes
2	isopropanol petrol
2	isopropyl mono ester
2	(-)-isopulegone
2	( iv )
2	keto-ester
2	L-amino acid methyl ester
2	layer 5
2	light pink solid
2	light tan solid
2	light yellow product
2	lithium carboxylate
2	L-lactic acid-co-trimethylene carbonate
2	low-purity product
2	malonamide ester
2	malonate ester
2	manoalide δ-lactone proprionate
2	materials
2	MeOH CH2Cl2-
2	MeOH(CH2Cl2)
2	MeOSuc-Phe-Gly-Leu-OH
2	MeOSuc-βAla-Leu-Ala-Leu-Dox
2	metal hydride
2	metal M
2	methanol-ether
2	methanol hexanes
2	methiodide
2	methyl 2,2-dimethyl-3-(2',2'-dichlorovinyl) cyclopropanecarboxylate
2	methyl 2-(3-chloro-4-nitrobenzene)propionate
2	methyl and ethyl esters
2	methyl E-1-carbomethoxy-5-(4-methoxyphenyl)hept-4-enoate
2	methylene chloride-alcohol
2	Methyl L-3-amino-(substituted phenyl)butyrate
2	methyl R-(-)-3-hydroxypentanoate
2	Mg
2	mixture 8/1
2	Mn
2	mono-1,1-dimethylethylarsine
2	monochloroform
2	mono-desilylated product
2	mono-formate
2	mono-hydrate
2	monomethylenephosphonate diethyl ester
2	mono-oxalate
2	monosaccharides
2	monosilyl
2	mono trifluoroacetate
2	mono (trifluoroacetate)
2	mono-trifluoroacetic acid
2	M-sugar-OH
2	M-t-Bu
2	N1-[4-chloro-2-(2-chlorobenzoyl)phenyl]-2-[4-(4-4-[(E)-3-(4-fluorophenyl)-3-oxo-1-propenyl]-2-methoxyphenoxy butyl)piperazino]acetamide
2	N-{2-[3-(4,1,2-Benzoisothiazol-3-yl-piperazin-1-yl)-propyl]-phenyl}-2-(4-chloro-phenyl)-acetamide
2	N-(2-hydroxy-6-pyridyl)-N',N'-di-n-propylformamidine
2	N2 naphthalenesulfonyl-L-arginyl halide
2	N-[3,5-bis(decyloxy)phenyl]-N-[[bis(2-hydroxyethyl)amino]carbonyl]methoxy
2	N-[4-allyloxyiminomethyl)phenyl
2	N-[4-crotyloxyiminomethyl)phenyl
2	N-(4-tertbutylbenzyl)-N-methyl-lnaphthylmethylamine hydrochloride
2	N-(6-aminohexyl)-5-nitroisobenzothiazol-3
2	N-[9H-(Fluorenyl-9-ethoxycarbonyl)]amino-4-benzoic acid
2	Na
2	Na amalgam
2	N-acetylgalactosamine dialdose
2	N-acetyl-gly-boroproline
2	NaHB(OAc)3
2	Na HEPES
2	naphthoquinone-1,2-diazido-5-sulfonic acid
2	naphthyl-(1)-acetic acid methyl ester
2	NCO
2	nD20
2	NH4OH-
2	NH4OH(0.5)
2	nickel-catalysed
2	N-isobutyl 7-(4'-bromophenyl)-(2E,6Z)-hepta-dienamide
2	nitric ester
2	nitrobenzyl
2	nitropyrrole trichloroketone
2	N-methyl 2'-orthochlorobenzoyl-4'-chloro
2	N,N′-(2,2′-(methylazanediyl)-bis(ethane-2,1-diyl))bis(2-nitrobenzenesulfonamide)
2	N,N-dialkyl sulfamides
2	N,N′-dibenzoylated ethylenediamine
2	N,N-dimethylcarbamoyloxy-2(1H)-pyrimidinone
2	N,N-Disubstituted sulfamoyl chlorides
2	nonaacetate
2	Nonyl aldehyde
2	nosyl
2	N-propylsulfonate naphthoindoline
2	N-[(R)-2-(2-benzothiazolylthio)-1-ethyl]-2-chloroadenosine
2	N-substituted-6-(pyridin-2-yl)-5,6,7,8-tetrahydropyrido[4,3-d]pyrimidin-4-amine
2	N-substituted-7-(pyridin-2-yl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidin-4-amine
2	O1 -4-methylbenzenesulfonate
2	objective product
2	O-chloracetyl amidoxime
2	O-cyanomethyl oxime
2	off-white amorphous acid
2	oil ( 94.46 )
2	oil/film
2	oily liquid
2	oily residue
2	oligomer ( A )
2	oligonucleotides
2	opal
2	orange liquid
2	orange powder
2	organosilane
2	organozinc
2	O-silylated aminoalcohol
2	other products
2	o-tolylboronic ester
2	oxide monohydrate
2	oxime (E)-5-((4-fluorophenyl)(hydroxyimino)methyl)-N,3-dihydroxy-4-methylpicolinamide
2	pale beige solid
2	pale yellow oily product
2	palladium(II)bis(triphenylphosphine)dichloride
2	p-benzylbenzyl ester
2	pentahydrate
2	peroxide
2	petroleum ether acetone
2	petroleum ether-dichloromethane-ethyl acetate
2	petroleum ether diisopropylether
2	petroleum ether—ethyl acetate
2	petroleum ether toluene
2	petroleum ether-toluene
2	petroleum ethyl acetate
2	Petroleum EtOAc
2	phenolic acids
2	pinacol ester-5-trifluoromethoxy-benzylsulfanyl
2	pinkish solid
2	pivaloylacetic acid ester
2	pivaloyloxymethyl ester
2	polyacrylamide
2	polyacrylic acid
2	polyamide imide
2	polyamines
2	polybutadiene
2	poly-cyclohexylbenzenes
2	polydiacetylene
2	polyisoprene
2	polymeric condensation product
2	Polypeptide
2	polyunsaturated fatty acid
2	poly(vinyl butyral)(BL5-HPZ)
2	polyvinyl pyrrolidone
2	potassium carbonate salts
2	potassium fluoride-Celite
2	PPG-4-N-Methyl-N,N-Diethanolamine Adipate
2	prenyl-substituted methyl pentenones
2	primary amide
2	product 112
2	product 117
2	product 5
2	product A
2	product b5
2	product I
2	product ( S )-
2	product X
2	pure yellow oil
2	purified product
2	quinone
2	(R)-1-methoxycarbonylethyl ester
2	(R)-3-[2-bromo-1-oxooctyl)oxy
2	(R)-3-amino-1-(3-(cyclohexylmethoxy)phenyl)propan-1-olmandelate
2	R3—Br
2	rac-1-0-benzyl-2,3-0-isopropylidine glycerol
2	rac-1-O-benzyl-2,3-O-isopropylidine glycerol
2	rac-2-[5-(6-methoxy-2,3,3a,4,5,9b-hexahydro-1H-cis-benzo[e]indol-6-yl)pentyl]octahydro-cis-isoindole-1,3-dione
2	racemic 2-ethoxy ethyl ester
2	racemic esters
2	red-orange powder
2	required compound
2	required intermediates
2	residual solvent
2	residue ( 63 )
2	(R)-(−)-hydrogenphosphate-1,1′-binaphthyl-2,2′-diyl
2	RNA
2	(R,S)-1-pivaloyloxyethyl (S)-3-(3,4-dihydroxyphenyl)-2-methylalaninate
2	RuCl3
2	(S)-5-octyl-2-[4-(2,3-oxiranylpropoxy)phenyl]pyrimidine
2	S-acetal
2	S-acetate
2	said product
2	same product
2	saturated aldehyde
2	SC 13910
2	secondary amines
2	Sephadex
2	Silacyclobutane silazanes
2	silica
2	SiO2CH2Cl2 MeOH
2	SiO2 DCM
2	SiO2 dichloromethane-petroleum ether
2	SiO2 ethyl acetate
2	SiO2 ethyl acetate hexane
2	SiO2 hexane EtOAc
2	SiO2 MeCN
2	Sodium 2,2-d2-4-hydroxybutyrate
2	sodium 2-hydroxy-3-N-carboxyethylammoniopropyl phosphate
2	Sodium furfurylthiolate
2	solution ( 0.880 )
2	solution 2
2	solution 305
2	Solution B
2	solutions
2	S-oxide
2	spiro[3,3-diphenyl-2,3-dihydro(1H)indene-1,3'-2'-cyanooxirane]
2	steroids
2	substituted 5,6,7,8-tetrahydro-6-(5-methylpyridin-2-yl)pyrido[4,3-d]pyrimidines
2	substituted benzoic acid
2	substituted phenylhydrazine
2	subtitle compound
2	sugars
2	sulfamic ester
2	sulfinamide
2	sulfinates C4F9SO2Na
2	sulfonamides
2	Sulfone
2	sulfonyl ester
2	superoxide
2	(S)-α-methoxycarbonylbenzyl ester
2	TaCl5
2	ter-butyl ester
2	terpene
2	tert-butyl ((1R,2S,3S,5R)-5-(3-aminopyridin-4-yl)-2-(2-cyanoethoxy)-3-methylcyclohexyl) carbamate
2	tert-butyl 3(R)-[3-(1-benzyloxycarbonyl-4-piperidyl)-1(S)-ethoxycarbonylpropyl]amino-4-oxy-2,3,4,5-tetrahydro-1,5-benzothiazepine-5-acetate
2	tert-butyl ((R)-2-methyl-4-((R)-(4-biphenyl)(phenyl)methyl)-piperazin-1-yl)acetate
2	tetraacid
2	tetrabutyl ammonium salt
2	tetrahydrobromide
2	tetrahydropyranyl
2	tetrakis-triphenylphosphine palladium
2	tetrapeptide
2	THF hexanes Et3N
2	thick oil
2	thioester
2	thioether
2	titania silica
2	title compound ( 10 )
2	title compound 14
2	title compound 24a
2	titled crude product
2	Title product
2	TMS alkyne
2	toluene-ether
2	tosylated tropolone
2	total product
2	trans-amide
2	trans pyrrolidine
2	tricyclic nucleoside
2	triglycerides
2	tri-hydrate
2	trihydrobromide
2	trihydrochloric acid
2	triketone
2	trimethylsilyl cyanohydrin ether
2	tripeptide
2	Triphosphates
2	tris-hydrochloride
2	tris-TFA
2	tri(trifluoroacetate)
2	trona
2	TsOH(cat.)
2	UDP 13C Gal
2	undistillable oligomer
2	unidentified by-product
2	unidentified products
2	unpurified product
2	Vilsmeier's reagent
2	Vinorelbine N′b-oxide
2	vinyl benzyl polyethylene glycol
2	viscous brown oil
2	viscous-oil
2	viscous syrup
2	Weinreb amide
2	white amorphous solid
2	white crystalline product
2	white powdered solid
2	white-solid
2	Wittig reagent
2	xanthan gum
2	XIII
2	XVI
2	( XVI )
2	XXII
2	XXIII
2	XXVI
2	XXXVIII
2	( Y )
2	yellow acicular crystals
2	yellow foam
2	yellowish crystals
2	)/( Z )
2	Zn bis-triflimide
2	Zr
2	α-ethyl ester
2	α-ethynyl-m-phenoxybenzyl ester
2	α-neryldiethylamine
2	α-(N-p-tosylamino)-γ-butyrolactone
2	α,α-diphenyl-6-propyl-1,6-dioxaspiro[4.5]decane-6-propanol
2	β-diketone
2	( ε14,700 )
2	( ε17,300 )
2	ε-(trifluoracetamido) caproic acid N-hydroxysuccinimide ester
1	( Å )
1	0.0084
1	0.0125-g
1	0.0257
1	0.031
1	0.0349
1	( ±0.05 )
1	0.058
1	0.07
1	0.070
1	0-10 methanol
1	0.12
1	0.143
1	0.219
1	0.23
1	0.238
1	0.24
1	0.244-g
1	( 0.25 )
1	0.282
1	0.284
1	0.309
1	0.320
1	0.33
1	0.38
1	0.3.g
1	0.48
1	0.5186
1	0.52
1	0.56
1	0.58
1	0.5G
1	06046
1	06172
1	( 0.62 )
1	0.734
1	0.749
1	0.81
1	0.869
1	0.880
1	0.91
1	0.94
1	0.97
1	0-methine hydrogen
1	1.00
1	100.5g
1	1006
1	100.6
1	100.8g
1	100d
1	100m
1	( 10-1 )
1	10,11-dihydroxy
1	101.5
1	101A
1	101-f
1	10/2/1 ethyl acetate methanol triethylamine
1	10.24
1	( 103 )
1	10.3
1	10.35
1	104d
1	105g
1	1.06
1	106.1
1	1.063
1	107
1	109.08
1	109.3g
1	10-bromo-7-(4-methyl-1-piperazinyl)-2,3-dihydro-1H-quino[18-ab)[15]benzodiazepine
1	[[(10-chloro-6,7-7-dihydro-4-oxo-3-phenyl-4H-benzo[a]quinolizine-1-yl)methyl]amino]acetonitrile
1	10d
1	10e
1	10E
1	( 10g )
1	1.0.g
1	10-methyl-7-(4-methyl-1-piperazinyl)-2,3-dihydro-1H-quino-[1,8-ab][15]benzodiazepine
1	10-nitro
1	[10-O-(carboxypropyl)]ractopamine ether
1	10U
1	10Z
1	10β-[(2′,2′,2′-trifluoroethyl)oxy]dihydroartemisinin
1	( 1/1 )
1	1-10
1	110g
1	1,1,1-tris(4-polypropoxylate phenyl)ethane
1	112
1	1.12
1	1/1-3/1 ethyl acetate hexanes
1	1,1,3,3-tetramethylguanidine molybdate
1	11,3-dibenzyl-2-oxo-1,4,8-triazaspiro[4,5]decane-8-carboxylic acid (4-methoxyphenyl)amide
1	114.4
1	1-1,4,5-trimethoxy-3-naphthylcarbonyl
1	11.579
1	11.58
1	115g
1	1.160
1	116.6
1	117.4
1	11781e
1	11.87
1	1,18-octadec-9-enedioic acid
1	119.45
1	11B
1	11-desoxy-PGF2
1	1,1-di-(3-thienyl) ketene
1	1,1-[di(5'-bromo-2'-methoxy-3'-methoxycarbonyl) phenyl]-1-undecene
1	1,1-diethyl-3-(2-trimethylsilylvinyl-1-propyl-6-methyl-8α-ergolinyl)urea
1	1,1-dimethylethyl-[[[1-[[(3,5-dichlorobenzoyl)methylamine]methyl]-2-(3,4-dichlorophenyl)-5-methyl-hexen-1-ylidene]amino]oxy]-2-oxo-1-phenylethyl
1	11f3
1	11H-EtOAc
1	11-methyl-5-oxo-6,11-dihydro-5H-5,4-thia-11-aza-benzo[a]fluoren-8-ol
1	1,1′-{[(Propane-1,3diyl)dioxy]bis[2-nitro-5-methoxy-1,4-phenylene)carbonyl]
1	1-(1-propargyloxy-3-chloro-5-fluoro-2-pyridon-6-yl)-3-methyl-4-trifluoromethylpyrimidine-2,6-dione
1	1-(1(S)-t-butoxycarbonylethyl)-3(S)-azido-4(R)-azetidin-2-one
1	1,1-tert-butyl per oxy-3,3,5-trimethyl cyclohexane
1	11-trimethylsilyl ether
1	120.3
1	12.11
1	12,13,17-Trihydroxy-9(Z)-Octadecenoic Acid
1	1-(2-(1,3-dioxin)-2-yl)ethylidene
1	1.22
1	122.7
1	1-[2-(2-Fluoro-6-methoxy-phenoxy)-5-fonnyl-phenyl]-3-thiazol-2-yl-urea
1	1-[2-(2-methoxy-ethoxymethyl)-1-oxo-1,2,7,8,9,10-hexahydro-benzo[t]quinazolin-3-yl]-1H-pyrazole-4-carboxylic acid ethyl ester
1	123
1	123.6g
1	1-(2,3-dihydro-6-nitrospiro[imidazo[2,1-b]oxazole-2,4′-piperidin])-1′-yl
1	1-(2,3,-Dioleyloxy(propyl)-N,N,N-trimethylammonium chloride)
1	123g
1	124
1	1-(2,4-dihydroxy)-2-(3′,4′-dihydroxyphenyl)-1-oxo-3-bromo-propane
1	125-130~C
1	125.1g
1	1-[2-(5,6-Dimethoxy-1-methyl-1H-indol-3-yl)-1H-pyrrolo[2,3-b]pyrid-4-ylmethyl][1,4′]bipiperidyl
1	125g
1	1.26
1	12.69
1	127
1	12.77
1	127b
1	128-C
1	12a
1	[ 12A ]
1	1,2-addition
1	1-(2-aminophenyl)-6-methyl-1,2,3,4-tetratetrahydroquinol
1	12B
1	1,2-benzoisothiazol-3(2H)-one-1,1-dioxide-4-diazonium chloride
1	1,2-bis-4,4'-dipyridylacetylene
1	12C
1	1-(2-chloro-p-acetophenyl)-2,2-dimethylpropanol
1	12D
1	1,2-dicyclohex-4-vinyl ethylene
1	1,2 -dihydro-1-methyl-2-oxo-nicotinamido
1	1,2-diphenylquinolones
1	12E
1	12F
1	12G
1	1-(2-methoxyl-5-chlorophenyl)-3-{1-[1-(t-butyloxycarbonyl)-1H-pyrrolo[2, 3-1)]pyridin-4-ylmethyl]-1H-indol-4-yl
1	1-(2-methyl-1-trimethylsilymethyl-2-propenyl)cyclohexanol
1	1-(2-Nitrophenylethyl) phosphate
1	1-[2′-(S)-tbutoxycarbonylamino-)′-[4″-(1′″-tbutoxycarbonyl-1′″-methyl)ethyl]benzene
1	( 1-3 )
1	13.0
1	131
1	13-1
1	13.11
1	13(18)14,16-tetraen-10-ylcarbamoyl
1	1.32
1	132478h
1	132c
1	13.3
1	13.35
1	133C
1	1,3,3-trimethyl-6'-morpholinospiro
1	13.4
1	1-(3,4-dihydroisoquinolin-2(1H)-yl)-3-((4-(3-methyl-3H-imidazo[4,5-b]pyridin-5-yl)pyridin-2-yl)amino)propan-22-ol
1	( 135 )
1	135.2
1	135.7g
1	(1,3,5-tris[(E)3,5-didodecyloxyphenyl)-ethenyl]benzene
1	1.36
1	-137
1	138
1	1.39
1	13.9
1	13a
1	( 13a )
1	13a2
1	1,3-Bis (1,4,7-triazacyclononane) propane N,N′-bis(p-toluenesulfonyl)-1,4,7-triazacyclononane
1	1,3-BPA
1	[13C]OA-NO2
1	13-cyclohexyl-3-fluoro-6-(4-morpholinylcarbonyl)
1	13-cyclohexyl-N-[(dimethylamino)sulfonyl]-6-[(3,4,6,10b-tetrahydro-6-oxopyrazino[2,1-a]isoindol-2(1H)-yl)carbonyl]
1	1,3-Di-cyclopropylemthyl-8-morpholino xanthine
1	1,3-Dihydro-3-methyl-4-phenylpyrido[2,1-b]-5-phenylbenzoxazolium bromide
1	1-[3-(dimethylamino) propyl]-14-fluorophenyl
1	1-(3-dimethylaminopropyl)-3-ethylcarbodiimide hydrochloride (EDC)and
1	1,3-dimethylphosphinylmethyl-3-(4-hydroxyphenyl)spiro[isobenzofuran-1,4'-piperidine]
1	1.3-dinitroglycerol ester
1	1,3-dioxolane 4-methyl acetate
1	( 13f )
1	[1-(3-pyridin-2-yl-imidazo 1,2-a]pyrazin-2-yl)-ethyl
1	1,3-Tri-cyclopropylmethyl-xanthine
1	13β
1	1.4
1	140.4
1	14.05
1	140.8g
1	( 141 )
1	1/4-1/1 ethyl acetate hexane
1	14.3
1	145.4
1	146
1	1.47
1	147.0
1	148
1	14.878
1	149
1	14.93
1	149.9
1	14a
1	1,4-((bis(3,5-dichloro-2-pyridinyl)oxy))benzene
1	1-(4-bromoindrazol-1-y1)-ethanone
1	1-[4-chloro-3-](2,2,3,3,4,4,4-heptafluorobutoxy)methyl
1	1-(4-chloro-phenyl)-2-[4-(6-oxo-1,6-dihydro-pyridin-3-yl)-phenyl]-9-phenyl-1,9-dihydro-purin-6-one_as
1	1-(4-chlorophenyl-3-diomethylaminoallyl)pyridine
1	14′-cyclohexyl-1-isopropylspiro[azetidine-3,7′-indolo[1,2-e][1,5]benzoxazocine]-111′-carboxylic acid
1	14e
1	14,ethanol
1	14f
1	150b
1	( 15.1 )
1	15.11
1	1.52
1	1.54
1	15.4
1	1550g
1	( 1.5522 )
1	1-[5-(5-Chloro-thiophen-2-yl)-isoxazol-3-ylmethyl]-1H-imidazole-2,5-dicarboxylic acid 4-tert-butyl ester 2-ethyl ester
1	1.55.g
1	15.66
1	1.57
1	157g
1	158.4
1	159
1	15B
1	1-(5-chloromethyl-1,3,4-thiadiazol-2-yl)-3-methyl-5-hydroxy-1,3-imidazolidin-2-one
1	( 15D )
1	15e
1	1-(5-hydroxy-3-methyl-1-phenyl-1H-4-yl)-6-methyl-1,3-dihydrofuro[3,4-c]pyridin-7-ol
1	1-[5-O-Dimethoxytrityl-2-O-tert-butyidimethylsilyl-3-O-2cyanoethyl-N,N-diisopropylaminophosphoramidite-β-D-Ribofuranosyl]-1,4-dihydro-pyrimidine-4-one
1	15-pentadodecanolide
1	15T
1	15 -tetrahydropyranyl ether
1	1-[5-trifluoromethyl)pyridin-2-yl
1	1-5α-benzyloxymethyl-4β-hydroxycyclopent-2-enyl-1β-acetic acid
1	( 16 )
1	1600(w)
1	160.2
1	160g
1	161b
1	16.1F
1	1.62
1	162.4
1	1,62, 7αdimethyl-5-androstene-3β,17β-diol diacetate
1	163
1	( 164 )
1	1.64
1	165
1	165.07
1	165.9
1	167.4
1	16.9
1	16a
1	16c
1	1,6-di(4-hydroxyphenyl)-1,6-diasaspiro[4.4]nonane-2,7-dione
1	1,6-dihydroxylamine hexane
1	16g
1	16-methyl
1	16-phenoxy 17,18,19,20-tetranor-PGF2α
1	16α,17-aminocarbonylcyclic acetal pregnane
1	16α,17-carboxycyclic acetal pregnane
1	16α-methylated product 60
1	1-7
1	( 170 )
1	171
1	17171/2/1
1	17,17-bis-(ethylenedioxy)-11-(4-hydroxyphenyl)-5,9(11) estradiene
1	1720(w)
1	17,21-carboxycyclic acetal pregnane
1	173
1	1.73
1	( 175 )
1	175-177~C
1	17.6
1	1765g
1	17.76
1	1780(s)
1	179
1	1.79
1	17.9
1	17a
1	17-allyl-11,14-dihydroxy-12-[2-[4-(p-iodobenzenesulfonyloxy)-3-methoxycyclohexyl]-1-methylvinyl]-23,25-dimethoxy-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16tetraone
1	17-allyl-1,14-dihydroxy-23,25-dimethoxy-13,19,21,27-tetramethyl-12-[2-(4-methylthiomethoxy-3-methoxcyclohexyl)-1-methylvinyl]-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacosa-14,18-diene-2,3,10,16-tetraone
1	17-allyl-1,14-dihydroxy-23,25-dimethoxy-13,19,21,27-tetramethyl-12-[2-(4-methylthiomethoxy-3-methoxycyclohexyl)-1-methylvinyl]-11,28-dioxa-4-azatricyclo[22.2.1.04,9 ]octacosa-14,18-diene-2,3,10,16-tetraone
1	17-allyl-1,14-dihydroxy-23,25-dimethoxy-13,19,21,27-tetramethyl-12-[2-(4-methylthiomethoxy-3-methoxycyclohexyl)-1-methylvinyl]-11,28-dioxa-4-azatricyclo[22.3.1.04,9 ]octacosa-14,18-diene-2,3,40,16-tetraone
1	17-allyl-14-[(−)-2-trifluoromethyl-2-methoxy-2-phenylacetoxy]-12-[2-[4-[(−)-2-trifluoromethyl-3-methoxy-3-phenylacetoxy]-3-methoxycyclohexyl]-1-methylvinyl]-1-hydroxy-23,25-dimethoxy-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricyclo-[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetraone
1	17-allyl-14-[(-)- 2-trifluoromethyl-2-methoxy-2-phenylacetoxy]-12-[2-[4-[(-)-2-trlfluoromethyl-2-methoxy-2-phenylacetoxy]-3-methoxycyclohexyl]-1-methylvinyl]-1-hydroxy-23,25-dimethoxy-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricyclo[22.3.1.04,91 ]octacos-18ene-2,3,10,16-tetraone
1	17-allyl-1-hydroxy
1	17-allyl-1-hydroxy-12-[2-[4-(p-iodobenzenesulfonyloxy)-3-methoxycyclohexyl]-1-methylvinyl]-23,25-dimethoxy-13,19,21,27-tetramethyl
1	17-allyl-1-hydroxy-12-[2-[4-(p-iodobenzenesulfonyloxy)-3-methoxycyclohexyl]-1-methylvinyl]-23,25-dimethoxy-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9 ]octacosa-14,18-diene-2,2,10,16-tetraone
1	17-allyl-1-hydroxy-12-[2-[4-(piodobenzenesulfonyloxy)-3-methoxycyclohexyl]-1-methylvinyl]-23,25-dimethoxy-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9 ]octacosa-14,18-diene-2,3,10,16-tetraone
1	17-allylcarbamate
1	17b
1	1,7-bis(dihydrogen phosphate)
1	17-butyrate 21-acetate diesters
1	17-cyclopropylmethyl-4,5α-epoxy-14β-hydroxy-3-methoxy-6β-[N-methyl-trans-3-(3-furan)acrylamido]morphinan hydrochloride
1	1,7-diacetate
1	17-epi-21-hydroxypregna-1,4-diene-3,11,20-trione
1	17-ethyl-1,14-dihydroxy
1	"17-ethyl-1,14-dihydroxy-12-[2'-(4""-(naphth-1-yloxy)-3""-hydroxycyclohexyl)-1'-methylvinyl]-23,25-dimethoxy-13,19,21, 27-tetramethyl-1,28-dioxa-4-azatricyclo[22.3.1.04,9 ]-octacos-18-ene-2,3,10,16-tetraone"
1	"17-ethyl-1,14-dihydroxy-12-[2'-(4""-(naphth-1-yloxy)-3""-hydroxycyclohexyl)-1'-methylvinyl]-23,25-dimethoxy-13,19,21,27-tetramethyl-1,28-dioxa-4-azatricyclo[22.3.1.04,9 ]octacos-18-ene-2,3,10,16-tetraone"
1	"17-ethyl-1,14-dihyroxy-12-[2'-(4""-(naphth-2-yloxy)- 3""-hydroxycyclohexyl)-1'-methylvinyl]-23,25-dimethoxy-13,19,21,27-tetramethyl"
1	17-oxo
1	(17α)-13-ethyl-17-hydroxy-18,19-dinorpregn-4-ene-20-yn-3-one-oxime
1	17β,19-dihydroxy-1α,17α-dimethyl-5-androsten-3-one
1	17β,19-dihydroxy-6α,17α-dimethyl-1,4-androstadiene-3-one dipropionate
1	17β-(2'-tetrahydropyranyloxy)-5-androsten-19-one
1	17β-hydroxy-4α,17α-dimethyl-5-androstene-3,19-dione
1	17β-hydroxy-7α,17α-dimethyl-5-androstene-3,19-dione
1	( 1-8 )
1	18.1
1	181b
1	184
1	185
1	185.9
1	185g
1	1.86
1	18.6
1	186.5
1	188
1	( 188 )
1	18.g
1	1/9-1/3 ethyl acetate hexane
1	193
1	194
1	195A
1	198
1	198C
1	199
1	199.5
1	19b
1	19D
1	19E
1	1(a)
1	1-acetoxy-3,7,11,15-tetramethyl-hexadecy-2,4,6,8,10,14-hexaene
1	1-acetyl-3,5-d-methyl-7-adamantanol
1	1-amino-1-deoxy sugars
1	1-aza-2-hydroxybenzanthrone
1	1-azabicyclo[2.2.2]octanes
1	( 1b )
1	1-B
1	1-benzoyl-1H-indol-3-yl
1	1-benzoyl-4-fluoro-1,4-diazoniabicvclo[2.2.2]octane bis(tetrafluoroborate) 1,4-Diazabicyclo[2.2.2]octane N-oxide
1	1-benzyl-1,2-dihydro-2-oxo-nicotinamido
1	1-benzyl-[4-(benzyl)-troc-amino]-pyrrolidin-2-yl
1	1-Benzyloxycarbonyl-4-[N-2,4-dimethoxybenzylcarbamoyl]piperidine
1	1-bromo sugar
1	1-butyl-1,2-dihydro-2-oxo-nicotinamido
1	1-butyl-2-[2'-92-(1-methyl-1-phenylethyl)-2H-tetrasol-5-yl)biphenyl-4-ylmethyl
1	( 1C )
1	1-C
1	1-carboxy-2,4,6,8-tetraazabicycl [3,3,0]-octa-4-en-3,7-dione
1	1-c-C3H5 -O
1	1-cyano
1	1cyclohexane
1	1-cyclohexylphenylamino
1	1'-cyclopentane
1	1'-cyclopropane
1	1-cyclopropyl-3-ethoxycarbonyl-7,9-difluoro-8-(4-methyl---piperazinyl)-4-oxo-1,4-dihydrobenzo[b][1,8]naphthyridine
1	1dichloromethane
1	1-dichloromethane
1	1-ethyl-2,3,3-trimethyl[3H]indolium-5-sulfonate
1	1-ethyl-4-diphenylmethyleneazepine
1	1-ethyl-4-oxy-3-phenyl-6-propyl-1H-pyrimido[5,4-e][1,2,4]triazine-5,7-dione
1	1-ethyl-5-amino-6,8-difluoro
1	1EtOAc-hexane
1	1f
1	1 -fluoro-3-perfluorohexyl benzene
1	1-fluoro-4-methoxy-1,4-diazoniabicyclo[2.2.2]octane bis(tetrafluoroborate) 1,4-Diazoniabicyclo[2.2.2]octane N-oxide
1	1-formyl-2-(4-aminophenyl)hydrazide
1	1h
1	1H
1	1H14
1	1-hexyl-1-chloro-2-perfluorohexylethane
1	1H-Gly 4-Nitrobenzylamide hydrochloride
1	1H-indol 3-O-pyrrolidine-2,5-dione
1	1H-NMR(DMSO-d6)
1	1-homocysteine
