name	smiles	source
2-methoxy-benzyl	[CH2]c1ccccc1OC	OPSIN
2-methoxybenzyl	[CH2]c1ccccc1OC	OPSIN
2-methoxyethoxymethyl	[CH2]OCCOC	OPSIN
2-methyl-4-oxo-3-(2-propenyl)-2-cyclopenten-1-yl	C=CCC1=C(C)[CH]CC1=O	OPSIN
2-n-amyl-4-n-decyl-1,3-dioxolane	CCCCCCCCCCC1COC(CCCCC)O1	OPSIN
2-oxa-3,7-dihydroxy-6-(2-hydroxy-2-methyl-heptylmercapto)-bicyclo[3.3.0]octane	CCCCCC(C)(O)CSC1C(O)CC2OC(O)CC21	OPSIN
2-phenyl-thioindole	c1ccc(Sc2cc3ccccc3[nH]2)cc1	OPSIN
2-piperidinyl	[CH]1CCCCN1	OPSIN
2-propanol isopropyl ether	CC(C)OC(C)C	OPSIN
2-propanol-ethyl acetate	CC(C)O.CCOC(C)=O	OPSIN
2-thienyl	[c]1cccs1	OPSIN
2R-(benzyloxycarbonylaminomethyl)-4R-methyl-heptanoic acid	CCC[C@@H](C)C[C@H](CNC(=O)OCc1ccccc1)C(=O)O	OPSIN
2R-(−)-glycidyl-3-nitrobenzenesulfonate	O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1C[C@@H]1CO1	OPSIN
2R-benzoylamino-3-benzylsulfanylpropionic acid	O=C(N[C@@H](CSCc1ccccc1)C(=O)O)c1ccccc1	OPSIN
2R-hydroxy-2-phenylpropionic acid	C[C@](O)(C(=O)O)c1ccccc1	OPSIN
3,3,3-trifluoropropynyl	[C]#CC(F)(F)F	OPSIN
3,3-dimethoxypropene	C=CC(OC)OC	OPSIN
3,3-dimethyl-1-(4-methoximino- methyl-phenoxy)-1-(1,2,4-triazol-1-yl)-butan-2-one	CON=C1C=CC(OC(C(=O)C(C)(C)C)n2cncn2)=C(C)C1	OPSIN
3,3-dimethyl-1-(4-methoximino-methyl-phenoxy)-1-(1,2,4-triazol-1-yl)-butan-2-one	CON=C1C=CC(OC(C(=O)C(C)(C)C)n2cncn2)=C(C)C1	OPSIN
3,3-dimethyl-1-(4-methoximinomethyl-phenoxy)-1-(1,2,4-triazol-1-yl)-butan-2-one	CON=C1C=CC(OC(C(=O)C(C)(C)C)n2cncn2)=C(C)C1	OPSIN
3,3-ethylenedioxy	[O]CC[O]	OPSIN
3,3′-(1,3-Phenylene)bis(2,2-dimethylpropanoic acid) dirhodium	CC(C)(Cc1cccc(CC(C)(C)C(=O)O)c1)C(=O)O.[Rh].[Rh]	OPSIN
3,4,5-trihydro-1,3-diazepin-5-ol	OC1C=CN=CNC1	OPSIN
3,4-(methylenedioxy)phenyl boronic acid	OB(O)c1ccc2c(c1)OCO2	OPSIN
3,5-difluorobenzyl	[CH2]c1cc(F)cc(F)c1	OPSIN
3-(1-aminoethyl)-1-({8-chloro-7-[(2-fluoro-4-iodophenyl)amino]imidazo[1,2-a]pyridin-6-yl}carbonyl)azetidin-3-ol acetate salt	CC(=O)O.CC(N)C1(O)CN(C(=O)c2cn3ccnc3c(Cl)c2Nc2ccc(I)cc2F)C1	OPSIN
3-(1-methyl-1H-tetrazol-5-yl)-thiomethyl-7-[2-(2-formylamino-1,3-thiazol-4-yl)glyoxylamido]-3-cephem-4-carboxylic acid	Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=O)c3csc(NC=O)n3)[C@H]2SC1	OPSIN
3-(2,6-dichloro-4-trifluoromethylphenylhydrazino)propionitrile Cupric chloride	N#CCCNNc1c(Cl)cc(C(F)(F)F)cc1Cl.[Cl][Cu][Cl]	OPSIN
3-(3,5-Diethyl-pyrazol-1-yl)-2-methoxy-6-(2-methoxy-4-trifluoromethoxy-phenyl)-5-methyl-pyridine 3,5-heptane dione	CCC(=O)CC(=O)CC.CCc1cc(CC)n(-c2cc(C)c(-c3ccc(OC(F)(F)F)cc3OC)nc2OC)n1	OPSIN
3-(4-benzyloxyphenyl)(S)-2-ethoxy-N-(2-hydroxy-(R)-1-phenylethyl)propanoic amide	CCO[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)N[C@@H](CO)c1ccccc1	OPSIN
3-(5-methyl-1,3,4-thiadiazol-2-yl)-thiomethyl-7-[2-(2-tert-pentyloxycarbonylamino-1,3-thiazol-4-yl)-glyoxylamido]-3-cephem-4-carboxylic acid	CCC(C)(C)OC(=O)Nc1nc(C(=O)C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnc(C)s4)CS[C@H]23)cs1	OPSIN
3-(5-methyl-1,3,4-thiadiazol-2-yl)-thiomethyl-7-[2-(2-tert-pentyloxycarbonylamino-1,3-thiazol-4-yl)glyoxylamido]-3-cephem-4-carboxylic acid	CCC(C)(C)OC(=O)Nc1nc(C(=O)C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnc(C)s4)CS[C@H]23)cs1	OPSIN
3-(5-methyl-1,3,4-thiadiazol-2-yl)-thiomethyl-7-[2-hydroxy-2-(2-tert-pentyloxycarbonylamino-1,3-thiazol-4-yl)acetamido]-3-cephem-4-carboxylic acid	CCC(C)(C)OC(=O)Nc1nc(C(O)C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnc(C)s4)CS[C@H]23)cs1	OPSIN
3-Aza-3′-{N′-[1-(4-tert-butylphenyl)-3-methyl-5-oxo-1,5-dihydropyrazol-4-ylidene]hydrazino}-2′-hydroxybiphenyl-5-carboxylic acid	CC1=NN(c2ccc(C(C)(C)C)cc2)C(=O)C1=NNc1cccc(-c2cncc(C(=O)O)c2)c1O	OPSIN
3-Chloro-1,4-dioxo-1,4-dihydro-naphthalen-2-ylamino-N-pyridin-2-yl-benzenesulfonamide	O=C1C(Cl)=C(Nc2ccccc2S(=O)(=O)Nc2ccccn2)C(=O)c2ccccc21	OPSIN
3-[18F]fluoroprop-1-yne	C#CC[18F]	OPSIN
3-[4-(but-2-en-1-yl)-1-piperazinyl]-carbonyloxy-2-(7-chloro-1,8-naphthyridin-2-yl)-1-isoindolinone	CC=CCN1CCN(C(=O)OC2c3ccccc3C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1	OPSIN
3-[4-(but-3-en-1-yl)-1-piperazinyl]-carbonyloxy-2-(7-chloro-1,8-naphthyridin-2-yl)-1-isoindolinone	C=CCCN1CCN(C(=O)OC2c3ccccc3C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1	OPSIN
3-[4-chloro-2-fluoro-benzyl)-phenyl	Fc1cc(Cl)ccc1Cc1c[c]ccc1	OPSIN
3-amino-2-(R)-methyl-propionic acid, trifluoroacetic acid salt	C[C@H](CN)C(=O)O.O=C(O)C(F)(F)F	OPSIN
3-amino-2-(S)-methyl-propionic acid, trifluoroacetic acid salt	C[C@@H](CN)C(=O)O.O=C(O)C(F)(F)F	OPSIN
3-bromopropyl	[CH2]CCBr	OPSIN
3-carboxycephem	O=C(O)C1=CN2C(=O)C[C@H]2SC1	OPSIN
3-chloro-benzamido	[NH]C(=O)c1cccc(Cl)c1	OPSIN
3-chloropropyl	[CH2]CCCl	OPSIN
3-cyclopropylmethyl-9-methoxy-5-methoxycarbonyl-1,2,5,6,7,7a-hexahydro-4a,7-ethenobenzofuro[3,2-e]isoquinolin-4(3H)-one	COC(=O)C1CC2C=CC13C(=O)N(CC1CC1)CCC31c3cccc(OC)c3OC21	OPSIN
3-hexylthiophene	CCCCCCc1ccsc1	OPSIN
3-hydroxy-2-oxo-2,3-dihydro-1H-indol-3-yl	O=C1Nc2ccccc2[C]1O	OPSIN
3-hydroxyphenyl	Oc1c[c]ccc1	OPSIN
3-methoxy-5-chlorothiophene-2-carboxamido	COc1cc(Cl)sc1C([NH])=O	OPSIN
3-methyl-thio-4-heptanone	CCCC(=O)C(CC)SC	OPSIN
3-neoheptanoylperoxy-1,3-dimethylbutyl	C[CH]CC(C)(C)OOC(=O)CCC(C)(C)C	OPSIN
3-nitrobenzyl	[CH2]c1cccc([N+](=O)[O-])c1	OPSIN
3-propyl-thio-4-heptanone	CCCSC(CC)C(=O)CCC	OPSIN
3-t-butylperoxy-1,3-dimethylbutyl	C[CH]CC(C)(C)OOC(C)(C)C	OPSIN
4,5-dichloro-n-octyl	[CH2]CCC(Cl)C(Cl)CCC	OPSIN
4-((2,2-difluoro-3-(methacryloyloxy)propanoyl)oxy)phenyl	C=C(C)C(=O)OCC(F)(F)C(=O)Oc1cc[c]cc1	OPSIN
4-(2-piperazin-1-ylpyrimidin-5-yl)benzonitrile, trifluoroacetic acid salt	N#Cc1ccc(-c2cnc(N3CCNCC3)nc2)cc1.O=C(O)C(F)(F)F	OPSIN
4-(3-Methyl-1-phenyl-1H-pyrazol-4-ylmethyl)-3′-(4-[1,2,3]triazol-1-ylmethyl-phenyl)-3,4,5,6-tetrahydro-2H-[1,2′]bipyrazinyl and 4-(3-Methyl-1-phenyl-1H-pyrazol-4-ylmethyl)-3′-(4-[1,2,3]triazol-2-ylmethyl-phenyl)-3,4,5,6-tetrahydro-2H-[1,2′]bipyrazinyl	Cc1nn(-c2ccccc2)cc1CN1CCN(c2nccnc2-c2ccc(Cn3ccnn3)cc2)CC1.Cc1nn(-c2ccccc2)cc1CN1CCN(c2nccnc2-c2ccc(Cn3nccn3)cc2)CC1	OPSIN
4-(4-phenyl-1-piperazinyl)butoxy	[O]CCCCN1CCN(c2ccccc2)CC1	OPSIN
4-(hydroxymethyl)phenylborate	[O-]B([O-])Oc1ccc(CO)cc1	OPSIN
4-(methylsulfinyl)phenyl	CS(=O)c1cc[c]cc1	OPSIN
4-(methylsulfonyl)phenyl	CS(=O)(=O)c1cc[c]cc1	OPSIN
4-(t-butyldimethylsilyl)-oxy-3,5-dimethoxybenzaldehyde	COc1cc(C=O)cc(OC)c1O[Si](C)(C)C(C)(C)C	OPSIN
4-Methylphenyltriflate	Cc1ccc(OS(=O)(=O)C(F)(F)F)cc1	OPSIN
4-[18F]fluorobut-1-yne	C#CCC[18F]	OPSIN
4-[4-(4,4′-dipentylbicyclohexyl-4-yl)buta-1,3-diynyl]-4,4′-dipentylbicyclohexyl and 4-[4-(4-methoxy-4′-propylbicyclohexyl-4-yl)buta-1,3-diynyl]-4-methoxy-4′-propylbicyclohexyl	CCCC1CCC(C2CCC(C#CC#CC3(OC)CCC(C4CCC(CCC)CC4)CC3)(OC)CC2)CC1.CCCCCC1CCC(C2CCC(C#CC#CC3(CCCCC)CCC(C4CCC(CCCCC)CC4)CC3)(CCCCC)CC2)CC1	OPSIN
4-amino-2-(4,4-dimethylimidazolidin-2-on-1-yl)-pyrimidine-5-carboxylic acid 3-trifluoromethyl-anilide	CC1(C)CN(c2ncc(C(=O)Nc3cccc(C(F)(F)F)c3)c(N)n2)C(=O)N1	OPSIN
4-amino-6-t-butyl-3-methyl thio-4,5-dihydro-1,2,4-triazin-5-one	CSc1nnc(C(C)(C)C)c(=O)n1N	OPSIN
4-chloroacetoaceticacid imide	N=C(CCl)CC(=O)O	OPSIN
4-chlorophenyl	Clc1cc[c]cc1	OPSIN
4-chlorophenyldichlorophosphate	O=P(Cl)(Cl)Oc1ccc(Cl)cc1	OPSIN
4-chlorophenylphosphorodichloridate	O=P(Cl)(Cl)Oc1ccc(Cl)cc1	OPSIN
4-chlorosulfonylphenoxy	[O]c1ccc(S(=O)(=O)Cl)cc1	OPSIN
4-fluoro-R-alpha-methyl-benzyl amine	C[C@@H](N)c1ccc(F)cc1	OPSIN
4-fluorophenylcarbonochloridate	O=C(Cl)Oc1ccc(F)cc1	OPSIN
4-hydroxyphenyl-4-sulphoxyphenyl	O=S(=O)(O)Oc1cc[c]c(-c2ccc(O)cc2)c1	OPSIN
4-n-octyloxyphenyl	CCCCCCCCOc1cc[c]cc1	OPSIN
4-phenylphenyl	[c]1ccc(-c2ccccc2)cc1	OPSIN
4-piperidinopiperidinyl trimethylsilyl	C[Si](C)CN1CCC(N2CCCCC2)CC1	OPSIN
4-pyridylformimidoylglycyl-d-phenylglycine	N=C(NCC(=O)N[C@@H](C(=O)O)c1ccccc1)c1ccncc1	OPSIN
4-pyridylglycine nitrile hydrochloride salt	Cl.N#CCNc1ccncc1	OPSIN
4-tert.butylbenzyl	[CH2]c1ccc(C(C)(C)C)cc1	OPSIN
4H-spiro[cyclohexane-1,2′-pyrano[2,3-b]pyridin]-4-one	O=C1CCC2(C=Cc3cccnc3O2)CC1	OPSIN
5,11-methylene	[CH2]	OPSIN
5,6-dihydro-4H-pyrrolo [3,2,1-ij] quinolin-1-yl	[c]1cn2c3c(cccc13)CCC2	OPSIN
5-(2-diethyl amino-ethyl)-2-(5-fluoro-2-oxo-1,2-dihydro-indol-3-ylidenemethyl)-3-methyl-1,5,6,7-tetrahydro-pyrrolo[3,2-c]pyridin-4-one maleate	CCN(CC)CCN1CCc2[nH]c(C=C3C(=O)Nc4ccc(F)cc43)c(C)c2C1=O.O=C(O)/C=C\C(=O)O	OPSIN
5-(N′-phenylhydrazinocarbonyl)-1H-thieno[2,3-c]pyrazol-3-yl	O=C(NNc1ccccc1)c1cc2[c]n[nH]c2s1	OPSIN
5-Fluoro-3,4-dihydro-2,4-dioxo-N-pyridiniomethyl	[CH2][NH+]1C=C(F)C(=O)CC1=O	OPSIN
5-Iodo-2-nitro-phenyl	O=[N+]([O-])c1[c]cc(I)cc1	OPSIN
5-[18F]fluoropent-1-yne	C#CCCC[18F]	OPSIN
5-benzyl-oxyindole	c1ccc(COc2ccc3[nH]ccc3c2)cc1	OPSIN
5-bromomethyl-2-oxo-1,3-dioxol-4-yl	O=c1o[c]c(CBr)o1	OPSIN
5-chloro-2-cyclohexyloxy-nicotinamido	[NH]C(=O)c1cc(Cl)cnc1OC1CCCCC1	OPSIN
5-chloro-2-hexahydrobenzyloxy-nicotinamido	[NH]C(=O)c1cc(Cl)cnc1OCC1CCCCC1	OPSIN
5-chloro-2-hydroxyphenyl	Oc1[c]cc(Cl)cc1	OPSIN
5-methoxysalicyl aldehyde	COc1ccc(O)c(C=O)c1	OPSIN
5-quinolinyloxy	[O]c1cccc2ncccc12	OPSIN
50/50/1 ethyl acetate acetone water	CC(C)=O.CCOC(C)=O.O	OPSIN
6-[18F]fluorohex-1-yne	C#CCCCC[18F]	OPSIN
6-methyl-8-phenoxymethylergoline maleate salt	CN1CC(COc2ccccc2)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)/C=C\C(=O)O	OPSIN
6-octyloxy-2-naphthoyl	CCCCCCCCOc1ccc2cc([C]=O)ccc2c1	OPSIN
7,14-diaza-15-oxo-dispiro[5.1.5.2]pentadecane	O=C1NC2(CCCCC2)NC12CCCCC2	OPSIN
7-(D-2-phenylglycinamido)-3-(1-methyl-1H-tetrazol-5-ylthiomethyl)-3-cephem-4-carboxylic acid formate	Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.O=CO	OPSIN
7-[D-2-(3-mercapto-5-hydroxy-1,2,4-triazine-6-carboxamido)-2-phenylacetamido]-3-(1-methyl-1H-tetrazol-5-ylthiomethyl)-3-cephem-4-carboxylic acid	Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)[C@H](NC(=O)c3nnc(S)nc3O)c3ccccc3)[C@H]2SC1	OPSIN
7-amino-4-aza-3,3-dimethyl-5-oxaheptan-2-one oxime	CC(=NO)C(C)(C)NOCCN	OPSIN
7-fluorobenzothiophenyl	Fc1cccc2c[c]sc12	OPSIN
7β-(D-α-tert.butoxycarbonylamino-α-phenyl-acetylamino)-3-(p-toluenesulphonyloxy)-3-cephem-4-carboxylic acid diphenylmethyl ester	Cc1ccc(S(=O)(=O)OC2=C(C(=O)OC(c3ccccc3)c3ccccc3)N3C(=O)[C@@H](NC(=O)[C@H](NC(=O)OC(C)(C)C)c4ccccc4)[C@H]3SC2)cc1	OPSIN
7β-[(Z)-2-(2-t-butoxycarbonylamino-4-thiazolyl)-2-trityloxyiminoacetamido]-3-(2-methyl-1,2,3-triazol-4-yl)-thiomethylthio-3-cephem-4-carboxylic acid diphenylmethyl ester	Cn1ncc(SCSC2=C(C(=O)OC(c3ccccc3)c3ccccc3)N3C(=O)[C@@H](NC(=O)/C(=N\OC(c4ccccc4)(c4ccccc4)c4ccccc4)c4csc(NC(=O)OC(C)(C)C)n4)[C@H]3SC2)n1	OPSIN
8-aza-8-ethyltetracyclo[4.3.3.12,5.01,6]tridec-3-ene	CCN1CC23CCCC2(C1)C1C=CC3C1	OPSIN
8-azonia-8,8-diethyltetracyclo[4.3.3.12,5.01,6]tridec-3-ene	CC[N+]1(CC)CC23CCCC2(C1)C1C=CC3C1	OPSIN
8-chloro-1-methyl-3,4-dihydro-1H-pyrimido[1,6-c]pyrimidin-6(2H)-one, trifluoroacetic acid salt	CC1NCCc2cc(=O)nc(Cl)n21.O=C(O)C(F)(F)F	OPSIN
8-oxo-3-oxa-2,2,6-trimethyl-7-isopropyl-1-azabicyclo[4.2.0]octane	CC(C)C1C(=O)N2C(C)(C)OCCC12C	OPSIN
Acetyl	C[C]=O	OPSIN
Acroyl chloride	C=CC(=O)Cl	OPSIN
BOC (tert-butyl carbonyl)	CC(C)([C]=O)CC(=O)OC(C)(C)C	OPSIN
Benzotriazolyl-1-yloxytris(dimethylamino)phosphonium hexafluorophosphate	CN(C)[P+](On1nnc2[c]cccc21)(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F	OPSIN
Bis(di-tertbutyl-(4-dimethylaminophenyl)-phosphine) di-chloropalladium (II)	CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl]	OPSIN
Bis(tricyclohexylphosphine) benzylideneruthenium(IV)dichloride	C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.[Cl][Ru]([Cl])=[CH]c1ccccc1	OPSIN
Bis-triphenylphosphine palladium (II) dichloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Boc-	CC(C)(C)O[C]=O	OPSIN
CORONATE	O=C([O-])c1cc2ccc3ccc4ccc5ccc6ccc1c1c6c5c4c3c21	OPSIN
Ceric hydroxide	[Ce+4].[OH-].[OH-].[OH-].[OH-]	OPSIN
Chloromethyl	[CH2]Cl	OPSIN
Chlorosulfonyl	O=[S](=O)Cl	OPSIN
Chromic (III) chloride hexahydrate	O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3]	OPSIN
Coronate	O=C([O-])c1cc2ccc3ccc4ccc5ccc6ccc1c1c6c5c4c3c21	OPSIN
Cupric acetate monohydrate	CC(=O)[O-].CC(=O)[O-].O.[Cu+2]	OPSIN
Cupric oxide	[O]=[Cu]	OPSIN
Cupric sulphate pentahydrate	O.O.O.O.O.O=S(=O)([O-])[O-].[Cu+2]	OPSIN
Cuprous monochloride	[Cl][Cu]	OPSIN
D(+)-galactosamine	N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O	OPSIN
D(-)-phenylglycyl chloride hydrochloride	Cl.N[C@@H](C(=O)Cl)c1ccccc1	OPSIN
D(-)2-amino-5-phosphovaleric acid	N[C@H](CCCP(=O)=O)C(=O)O	OPSIN
D(-)p-hydroxyphenylglycine	N[C@@H](C(=O)O)c1ccc(O)cc1	OPSIN
D(-)α-phenylglycyl chloride hydrochloride	Cl.N[C@@H](C(=O)Cl)c1ccccc1	OPSIN
D,L-alanine, diphenylmethyl ester p-toluenesulfonate salt	CC(N)C(=O)OC(c1ccccc1)c1ccccc1.Cc1ccc(S(=O)(=O)O)cc1	OPSIN
D-(-)-N-tert-butoxycarbonyl-p-hydroxyphenylglycine	CC(C)(C)OC(=O)N[C@@H](C(=O)O)c1ccc(O)cc1	OPSIN
D-2-amino-1-propanol	C[C@@H](N)CO	OPSIN
D-2-amino-2-(1,4-cyclohexadienyl)acetic acid	N[C@@H](C(=O)O)C1=CCC=CC1	OPSIN
D-2-t-butoxycarbonylamino-2-phenylacetic acid	CC(C)(C)OC(=O)N[C@@H](C(=O)O)c1ccccc1	OPSIN
D-4-chlorophenylalanine methyl ester	COC(=O)[C@H](N)Cc1ccc(Cl)cc1	OPSIN
D-N-Boc-phenylglycine	CC(C)(C)OC(=O)N[C@@H](C(=O)O)c1ccccc1	OPSIN
D-galactose 2,6-disulfate	O=C[C@H](OS(=O)(=O)O)[C@@H](O)[C@@H](O)[C@H](O)COS(=O)(=O)O	OPSIN
D-α-tert.-butoxycarbonylamino-α-(1,4-cyclohexadienyl)-acetic acid	CC(C)(C)OC(=O)N[C@@H](C(=O)O)C1=CCC=CC1	OPSIN
Di-palladium tris(dibenzylideneacetone)	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd]	OPSIN
Di-t-butylazodicarboxylate	CC(C)(C)OC(=O)N=NC(=O)OC(C)(C)C	OPSIN
Diethylazodicarboxylic acid	CCOC(=O)N=NC(=O)OCC	OPSIN
Dihydrogen	[H][H]	OPSIN
Divinyldisiloxane and Dimethylmethoxysilane	C=C[SiH](C=C)O[SiH3].CO[SiH](C)C	OPSIN
Ethoxymagnesium Diethylmalonate	CCC(CC)(C(=O)[O-])C(=O)[O-].CC[O][Mg+2]	OPSIN
Ferric Chloride Hexahydrate	O.O.O.O.O.O.[Cl][Fe]([Cl])[Cl]	OPSIN
Ferric nitrate	O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Fe+3]	OPSIN
Ferric perchlorate hexahydrate	O.O.O.O.O.O.[Fe+3].[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]	OPSIN
Ferrous chloride tetrahydrate	O.O.O.O.[Cl][Fe][Cl]	OPSIN
HBR acetic acid	Br.CC(=O)O	OPSIN
L(−)-proline	O=C(O)[C@@H]1CCCN1	OPSIN
L-1-(N-methylanthraniloyl)proline	CNc1ccccc1C(=O)N1CCC[C@H]1C(=O)O	OPSIN
L-N-acetylvaline	CC(=O)N[C@H](C(=O)O)C(C)C	OPSIN
L-ascorbic acid 2-phosphate	O=C1O[C@H]([C@@H](O)CO)C(O)=C1OP(=O)(O)O	OPSIN
L-m-fluorophenylalanine	N[C@@H](Cc1cccc(F)c1)C(=O)O	OPSIN
L-p-hydroxyphenylglycine	N[C@H](C(=O)O)c1ccc(O)cc1	OPSIN
L-tert-leucine dibenzoyl-d-tartrate salt	CC(C)(C)[C@H](N)C(=O)O.O=C(O)[C@](O)(C(=O)c1ccccc1)[C@](O)(C(=O)O)C(=O)c1ccccc1	OPSIN
L-α-[[[(4-methoxyphenyl)methoxy]carbonyl]-amino]phenylacetic acid	COc1ccc(COC(=O)N[C@H](C(=O)O)c2ccccc2)cc1	OPSIN
Mercuric trifluoroacetate	O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F.[Hg+2]	OPSIN
Methanol-toluene	CO.Cc1ccccc1	OPSIN
Methyl (4aS, 7aS)-1-hydroxy-7-methylene-1,4a, 5,6,7a-pentahydrocyclopenta[c]pyran-4-carboxylate	C=C1CC[C@@H]2C(C(=O)OC)=COC(O)[C@H]12	OPSIN
Molecular oxygen	O=O	OPSIN
N'-methyl-N'-2-pyridyl-ureido	CN(C([NH])=O)c1ccccn1	OPSIN
N'-methylene bisacrylamide	C=CC(=O)NCNC(=O)C=C	OPSIN
N,N-dimethyl-R-alaninamide	C[C@@H](N)C(=O)N(C)C	OPSIN
N,N-dimethylazetidin-3-amine bistrifluoroacetate salt	CN(C)C1CNC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
N,N-dimethylformamide di-tert-butyl acetal	CN(C)C(OC(C)(C)C)OC(C)(C)C	OPSIN
N,N-dimethylmethylene iminium iodide	C=[N+](C)C.[I-]	OPSIN
N-(3-dimethyl aminopropyl)-N′-ethylcarbodiimide hydrochloride	CCN=C=NCCCN(C)C.Cl	OPSIN
N-(benzyloxycarbonyl)-L-2-aminoxy-3-phenylpropionic acid	O=C(NO[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1	OPSIN
N-Benzyl-N-[(4-chloro-1-guanidino-7-isoquinolinyl)methyl]glycine bistrifluoroacetate	N=C(N)Nc1ncc(Cl)c2ccc(CN(CC(=O)O)Cc3ccccc3)cc12.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
N-CBZ-L-2-aminobutyric acid	CC[C@H](NC(=O)OCc1ccccc1)C(=O)O	OPSIN
N-[1,2-13C2]acetyl-D-glucosamine	[13CH3][13C](=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	OPSIN
N-[N-[N-(4-(piperidin-4-yl)butanoyl)-N-ethylglycyl]aspartyl]-L-β-cyclohexyl alanine	CCN(CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)O)C(=O)CCCC1CCNCC1	OPSIN
N-[N-[N-(4-(piperidin-4-yl)butanoyl)-N-ethylglycyl]aspartyl]-L-β-cyclohexyl alanine amide	CCN(CC(=O)N[C@@H](CC(=O)O)C(=O)NC(=O)[C@@H](N)CC1CCCCC1)C(=O)CCCC1CCNCC1	OPSIN
N-acetyl-D,L-2-amino-6-methyl-5-heptenoic acid ethyl ester	CCOC(=O)C(CCC=C(C)C)NC(C)=O	OPSIN
N-benzyloxy-carbonyloxy succinimide	O=C(OCc1ccccc1)ON1C(=O)CCC1=O	OPSIN
N-chloroacetylhexamethyleneimine	O=C(CCl)N1CCCCCC1	OPSIN
N-ethylethylenediamine ethylethylenediamine	CCNCCN.CCNCCN	OPSIN
N-formyl-N-methylamino-methyl	[CH2]N(C)C=O	OPSIN
N-perfluorooctylsulfonyl-N-propylalanine	CCCN([C@@H](C)C(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	OPSIN
N-propylacetamido	CCC[N]C(C)=O	OPSIN
N-tris[Hydroxymethyl]methyl-2-aminoethane-sulfonic acid	O=S(=O)(O)CCNC(CO)(CO)CO	OPSIN
N-{2-[[2-(dimethylamino)methyl-4-thiazolyl]methylthio]ethyl}-(dimethylamino)methyl-4-thiazolyl	CN(C)Cc1nc(CSCCN2[C]=CSC2CN(C)C)cs1	OPSIN
Nitroso	[N]=O	OPSIN
N′,N′-diethyl-2-methyl-1,4-phenylenediamine monohydrogenchloride	CCN(CC)c1ccc(N)c(C)c1.Cl	OPSIN
O-Acetyl-N-phthaloyltyrosine	CC(=O)Oc1ccc(C[C@H](NC(=O)c2ccccc2C(=O)O)C(=O)O)cc1	OPSIN
O-acetyloximino	CC(=O)O[N]	OPSIN
O-benzotriazolyltetramethylisouronium tetrafluoroborate	CN(C)C(Oc1cccc2[nH]nnc12)=[N+](C)C.F[B-](F)(F)F	OPSIN
O-methylhydroxyl-amino hydrochloride	CONCl	OPSIN
Oleyl 2-O-methyl-rac-glycerate	CCCCCCCC/C=C\CCCCCCCCOC(=O)C(CO)OC	OPSIN
Palladium (0) tetrakistriphenylphosphine	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Palladium bis-(dibenzylidenaceton)	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd]	OPSIN
