name	status	smiles	lines	seconds	throttle
2-chloroboronic acid	404		0	0.177	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
sodium methoxy	404		0	0.159	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (10%)
1,3,5-triisopropyl-2,4,6-hexahydrotriazine	404		0	0.202	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (20%)
(8.4 g 1,1-dimethylprop-2-ynyloxy)acetic acid methyl ester	404		0	0.175	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (20%)
Example 160	404		0	0.178	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (17%)
0548553A	404		0	0.189	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (27%)
(C2F5)3PF2	404		0	0.191	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
ether-pentane	404		0	0.178	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (10%)
1075m	404		0	0.176	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (20%)
1-alkyl-3-amino-5-pyridinyl-1,2,4-triazole	404		0	0.179	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (20%)
C—(S)-(2,2-dimethyl-cyclopropyl)-methylamine	404		0	0.165	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (20%)
tetrakistriphenylphosphine palladium(O)	404		0	0.185	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (10%)
potassium alcoholate	404		0	0.178	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
acetone-dicarboxylic acid	404		0	0.168	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
aromatic dicarboxyic acids	404		0	0.166	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (17%)
Zinn(II)chloride dihydrate	404		0	0.16	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (23%)
N,N-tetraisopropylammonium tetrazolide	404		0	0.168	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (17%)
trimaleate	404		0	0.171	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
aromatic ring	404		0	0.161	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (20%)
1,2,6,7-tetramethyl-fluorenone	404		0	0.161	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (30%)
N-t-butoxycarbonyl-D-serine N-hydroxy succinimide ester	404		0	0.155	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (20%)
H2S4	404		0	0.17	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (20%)
NaBO3 H2O	404		0	0.188	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
3',5-bistetrahydropyran-2-yl ether	404		0	0.221	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (23%)
SiO2-F	404		0	0.207	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (20%)
compound 12a	404		0	0.181	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (23%)
polyether triol	404		0	0.169	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (20%)
3-α-glucosyl methyldopa	404		0	0.173	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (23%)
300-W	404		0	0.152	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (27%)
Cu(LMe,NMe2)2	404		0	0.182	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (10%)
mono- and di-bromo	404		0	0.179	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (13%)
C14H21BrNO3	404		0	0.169	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
product 15	404		0	0.159	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (20%)
TiCl(O-iPr)3	404		0	0.178	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
2-N,N-Dimethylethylamine	404		0	0.166	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (20%)
solid 1H	404		0	0.173	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (10%)
2,2,6,6-tetramethyl-piperidin-1-oxyl	404		0	0.199	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (10%)
Ti(Oi-Pr)3Cl	404		0	0.164	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (33%)
tetrakis triphenyl palladium (0)	404		0	0.18	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (23%)
Compound [ 5 ]	404		0	0.174	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
2'-chloro-3,4-dimethoxybenzoin methanesulfonate ester	404		0	0.195	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (23%)
5′-O-dimethoxytrityl-N2-isobutryl-2′-t-butyldimethylsilyl-guanosine 3′-O—N,N′-diisopropyl-2-cyanoethylphosphoramidite	404		0	0.168	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (33%)
ice sodium hydroxide	404		0	0.175	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (23%)
1,4-diazabicyclo-2,2,2-octa ne	404		0	0.175	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (33%)
N-morpholine	404		0	0.191	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (23%)
bis perchlorate	404		0	0.195	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (30%)
3-(cyanophenyl)zinc iodide	404		0	0.18	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (23%)
nickel chloride (II)—hexahydrate	404		0	0.164	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (23%)
ice H2O	404		0	0.165	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (17%)
C16H15IN2O7S	404		0	0.161	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (33%)
Intermediate 203	404		0	0.173	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (40%)
alkylaryltrimethyl ammonium chloride	404		0	0.169	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (27%)
tetrakis (tri-phenylphosphine)palladium	404		0	0.17	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (20%)
yellow homogeneous liquid	404		0	0.171	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (30%)
dioxane(10 cm)	404		0	0.151	Request Count status: Green (25%), Request Time status: Green (1%), Service status: Green (23%)
intermediate 17	404		0	0.151	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (30%)
Example 149 ( f )	404		0	0.182	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (20%)
trfluoroacetic acid	404		0	0.162	Request Count status: Green (20%), Request Time status: Green (1%), Service status: Green (23%)
( 3x )	404		0	0.168	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (17%)
(trimethylslyl)diazomethane	404		0	0.17	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (30%)
3,5-di-tert-butyl-4-hydroxy benzyl phosphite di-ethylester	404		0	0.171	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (30%)
Example A 30	404		0	0.179	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (40%)
(6-Chlorosulfonyl-2-oxo-benzooxazo-3-yl}-acetic acid methyl ester	404		0	0.172	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (40%)
amino acid esters	404		0	0.189	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (23%)
EXAMPLE 2	200	C1COCCC1NC2=NC=CC(=N2)N3C(=CN=C3C4=CC5=C(C=C4)OCCO5)CC#N	1	0.226	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (33%)
di-μ-bromobis(tri-tert-butylphosphino) dipalladium (I)	404		0	0.206	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (30%)
Rf8,HBr	404		0	0.18	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (27%)
1-(16,17-Oxidoheptadecyl)-3,7-dimethylxanthine	404		0	0.176	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (30%)
hexahydrophenylene-1,4-diisocyanate	404		0	0.182	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (33%)
AR--CH	404		0	0.172	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (33%)
3β,19-dihydroxy-5-androstenes	404		0	0.156	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (30%)
4,5-erythro-5-ethylquinuclidine-2ξ-carboxaldehydes	404		0	0.208	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (23%)
SnCl	404		0	0.187	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (30%)
2-methyl-5-phenyl aldehyde	404		0	0.192	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (27%)
(N(CH3)4)2[PtCl4]	404		0	0.179	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (37%)
compound ( 50 )	404		0	0.181	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (37%)
dimethyl-3-aminophthalic ester	404		0	0.181	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (30%)
Bup-HBr	404		0	0.19	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (27%)
chloroform iso-propanol(3/1)	404		0	0.178	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (30%)
1-hydroxy-1-naphthalen-1-yl-propan-1-one	404		0	0.209	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (37%)
N-selenoxide	404		0	0.184	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (37%)
6-amino	200	C1=CC2=C(C=C1N)C(OC(O2)(F)F)(F)F	1	0.2	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
DCM-EtOAC	404		0	0.181	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (40%)
5(NHC—Cu)0	404		0	0.182	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (37%)
3-methoxy	404		0	0.169	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (37%)
1359m	404		0	0.189	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (43%)
nickel bromide(II)	404		0	0.181	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (40%)
3,5-dimethyl-H-pyrrole-2-carbaldehyde	404		0	0.201	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (47%)
Example 49b	404		0	0.19	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (43%)
[1RS-(2-exo,3-exo)]-3-(4-chlorophenyl)-8-methyl-8-azabicyclo[3.2.1]octane-2-carbonyl chloride	404		0	0.188	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (40%)
S-(-)-1-phenylethylamine	404		0	0.19	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (40%)
Compound #88	404		0	0.177	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Yellow (57%)
4-fluorophenylthiol	404		0	0.186	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (27%)
4-((2-amino-[1,2,4]triazolo[1,5-c]pyridin-5-yl)methyl)piperazin-2-one	404		0	0.177	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (30%)
bis(pinacol)diborane	404		0	0.159	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (40%)
7-(R)-4-fluoro-2-methyl-phenyl	404		0	0.192	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (30%)
C28H28N4O3S	404		0	0.187	Request Count status: Green (21%), Request Time status: Green (1%), Service status: Green (47%)
1- and 3-(2-5 hydroxyethyl)-5-nitrobenzimidazole	404		0	0.193	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (43%)
diisopropyldiazenedicarboxylate	404		0	0.245	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (47%)
alkene halide	404		0	0.171	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (40%)
2-(3H41,2,31triazolo[4,5-b]pyridin-3-yl)-1,1,3,3-tetramethylisouronium hexafluorophosphate(V)	404		0	0.212	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (40%)
1,4-(pyrrolidin-1-ylmethyl)phenol	404		0	0.211	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (43%)
[1R]2-(2',3'-Cyclohexylidenedioxyphenyl)-3-phenylethanol	404		0	0.178	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Yellow (50%)
Hf nitro	404		0	0.19	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (43%)
fluoride salt	404		0	0.174	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (47%)
R1—H	404		0	0.206	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (47%)
C25H28FN3O	404		0	0.195	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (40%)
β-(2-oxocyclododecyl)propionic acid morpholine amide	404		0	0.169	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (33%)
1,7-diazabicyclo[5.4.0]undec-7-ene	404		0	0.206	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Yellow (50%)
Formula XXXII	404		0	0.218	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (33%)
heterocyclic compound	404		0	0.184	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
Cu(phenanthroline)2SO4	404		0	0.184	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Yellow (60%)
2-[2-[3-(2-Methoxyphenylsulfonyloxy)-5-methylphenoxy]ethyl-1-methylene]hydrazinecarboximidamide acetate	404		0	0.188	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (43%)
alpha-azo-isobutyronitrile	404		0	0.17	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (40%)
C14-C15 linear alcohol	404		0	0.168	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
N1-{(1S,2R)-1-(3,5-difluorobenzyl)-3-[({2-(dimethylamino) methyl]pyridin-4-yl}methyl)amino]-2-hydroxypropyl	404		0	0.184	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (43%)
melamine-formaldehyde resin tannin	404		0	0.18	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (40%)
(2-β-aminoethylamino)-5-nitrophenyl hydroxyethyl sulfone	404		0	0.169	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
tetraethylene glycol di(meth)acrylate	404		0	0.165	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (33%)
ethylene and propylene glycols	404		0	0.2	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (43%)
E- and Z-methyl 3-(benzyloxy)-5-[2-methoxyvinyl]benzoate	404		0	0.189	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Yellow (53%)
Kaolin	404		0	0.164	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
monobromo	404		0	0.161	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (37%)
pentaerythritol poly(ethylene glycol) ether tetra-N-hydroxy-succinimidyl glutarate	404		0	0.181	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (27%)
2-amino-N′-hydroxypyridine-3-carboxyamide	404		0	0.19	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (37%)
Intermediate 85	404		0	0.175	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (37%)
[(C3H5)PdCl]2	404		0	0.192	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (43%)
sixteen	404		0	0.169	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (47%)
4-lithium-pyridine	404		0	0.164	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (47%)
tris-hydrochloric acid	404		0	0.164	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (33%)
α-fluoroacrylic acid ester	404		0	0.178	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (33%)
2,5-dihydro-2,5-di-n-propoxy-2-(3'-carbo-isopropoxypropyl)furan	404		0	0.181	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (33%)
n-pentyl halide NaH	404		0	0.185	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
foamy oil	404		0	0.189	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Yellow (53%)
N,O-bis(trimethylsilylacetamide)	404		0	0.167	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (37%)
monosubstituted piperazine	404		0	0.16	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (30%)
7chloro-(2-chloromethyl)quinoline	404		0	0.171	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
EA MeOH TEA	404		0	0.156	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (27%)
acyl fluoride	404		0	0.158	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (27%)
4-(1-methyl-2-acetoxyvinyl)azetidinone-2	404		0	0.178	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (27%)
[α]Hg365	404		0	0.155	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (23%)
5,6-di-O-isopropylidene-α-D-ribofuranose-3-ulose	404		0	0.173	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (33%)
Example 346	404		0	0.165	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (37%)
DCM IPA(3×)	404		0	0.172	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
Ag(II) sulphate	404		0	0.19	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (43%)
t-butyl hydrogens	404		0	0.17	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (23%)
bis[2-[4(R)-phenyl-5,5-dimethyl-2-oxazoline]]methane	404		0	0.231	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (27%)
dimethyl cuprate	404		0	0.196	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
17A	404		0	0.176	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
1,8-bis(dimethylamino)-naphthalene,N,N,N',N'-tetramethyl-1,8-naphthalenediamine	404		0	0.165	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (23%)
etheral-hydrogen chloride	404		0	0.17	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (47%)
triethyl orthopropoxyacetate	404		0	0.175	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (30%)
N,N,N'N'-tetramethylethylenediamine	200	CN(C)CCN(C)C	1	0.191	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
2.0X	404		0	0.17	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (37%)
C28H46N2O7S	404		0	0.184	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (27%)
6,6-dibenzofulvene	404		0	0.181	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (27%)
ω-amino-alkanoic acid (1H-pyrazol-3-yl-5-aryl)-amides	404		0	0.162	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (27%)
alkyl esters	404		0	0.163	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
2h	200	[2H]O[2H]	1	0.191	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (47%)
Example 91	404		0	0.166	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (33%)
bromohydrin	200	C1C(O1)CBr	1	0.203	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (33%)
Ba(OH)2-8 H2O	404		0	0.16	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (37%)
sodium metaborate-tetrahydrate	200	B(=O)[O-].O.O.O.O.[Na+]	1	0.174	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (43%)
3β-(1'-cyclopentenyloxy)-5-androstene-17β,19-diol 17-acetate	404		0	0.168	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (43%)
ethyl 4-oxalacetate	404		0	0.167	Request Count status: Green (21%), Request Time status: Green (0%), Service status: Green (33%)
D-benzedrine	404		0	0.171	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (43%)
hydrogenated sodium borate	404		0	0.165	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Yellow (50%)
[Rh(cod)Cl]2	404		0	0.169	Request Count status: Green (24%), Request Time status: Green (1%), Service status: Green (47%)
3,5-bis(trifluoromethyephenyl)ethane-1-ol	404		0	0.223	Request Count status: Green (21%), Request Time status: Green (0%), Service status: Green (20%)
LiBHEt3	404		0	0.166	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (17%)
ether-isopropyl ether water	404		0	0.162	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (20%)
potassium terbutylate	404		0	0.165	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (37%)
[Cu(OH)TMEDA]2Cl2	404		0	0.158	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (43%)
benzophenone ketyl	404		0	0.181	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (27%)
CuI2	200	[Cu](I)I	1	0.186	Request Count status: Green (22%), Request Time status: Green (0%), Service status: Green (17%)
C1	200	C[C@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C	1	0.203	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (43%)
N-vinyl carbamic acid esters	404		0	0.152	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (13%)
compound 8.4	404		0	0.158	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (40%)
bromoacetophenones	404		0	0.164	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (27%)
500- to	404		0	0.157	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (27%)
9-(b-D-furanosyl)adenine 3′-[[1-(adenin-7-yl-ethoxy)methyl]phosphonate]	404		0	0.235	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Yellow (50%)
compound ( 46 )	404		0	0.193	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (30%)
water(1)	404		0	0.167	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (27%)
catalyst C	404		0	0.167	Request Count status: Green (22%), Request Time status: Green (1%), Service status: Green (20%)
tetrakis(acetonitrile)palladium (II) tetrafluoroborate	404		0	0.165	Request Count status: Green (23%), Request Time status: Green (1%), Service status: Green (30%)
